fname,mname,lname,gender,ssn,dob,salary
Jesus,Kenneth,Valles,M,900-57-5926,08/11/1938,118100
Maurice,Richard,Bassett,M,000-37-7956,09/25/1941,107500
Kasey,Dana,Walker,F,000-24-2659,04/20/1936,117900
Dolores,Jasmin,Johnson,F,900-44-7427,09/30/1959,119400
Gregory,Brendan,Snowden,M,800-96-1504,02/27/1936,61500
Savannah,Janice,Woods,F,000-45-4829,05/28/1957,142400
Thomas,Geary,Bryant,M,900-36-4749,10/15/1957,81400
Ethan,Daniel,Bunch,M,800-58-5897,02/22/1973,148300
Jon,Jeff,Smith,M,900-13-1636,10/06/1965,129100
Nevaeh,Cheyenne,Hilton,F,900-33-5040,09/19/1957,136800
Marissa,Cynthia,Bussone,F,000-41-6888,08/10/1951,83700
Ronald,Timothy,Parrish,M,900-94-5396,08/27/1964,80100
Elisabeth,Catherine,Mose,F,000-06-0779,11/13/1976,85200
Craig,Gerard,Todd,M,000-97-5196,10/21/1985,133800
Stephanie,Lucinda,Stone,F,800-71-8377,02/02/1964,132900
Joyce,Susan,Cole,F,900-10-9320,06/07/1967,147200
Edith,Deborah,Kettenring,F,800-17-8156,01/07/1944,112500
Glen,Troy,Wade,M,800-07-7480,02/12/1983,50000
Benjamin,Robert,Massey,M,800-66-2589,06/05/1962,55300
Danny,Chad,Burczyk,M,800-91-2903,11/24/1987,121400
Randy,Jesse,Regulus,M,900-43-5906,08/27/1979,71900
John,William,Ellis,M,900-19-7949,05/24/1964,73800
Elizabeth,Doretha,Andress,F,000-37-0920,11/08/1975,69900
Rebecca,Kianna,Dix,F,800-09-4428,11/02/1932,99000
Vanessa,Barbara,Hoffmann,F,000-11-4453,04/27/1933,136000
Alice,Elizabeth,Whelan,F,000-90-3941,11/22/1953,51500
Sandra,Latasha,Dukelow,F,800-15-7819,08/18/1972,66200
Jerry,Jeffrey,Ratcliff,M,900-13-9707,10/23/1952,70100
Mitchell,Justin,Lee,M,000-67-1462,03/15/1981,104800
Lesly,Chelsea,Quance,F,900-44-3601,05/30/1962,115600
Joseph,Jordy,Fouts,M,800-56-0346,12/25/1989,48500
Rebecca,Hannah,Larson,F,000-07-6887,11/28/1980,47700
Ronald,Wayne,Burlingame,M,900-79-9221,08/11/1964,73500
Betty,Cheyenne,Payne,F,900-73-2242,05/18/1980,56100
Jasmine,Wendy,Green,F,900-86-3639,06/06/1960,120000
April,Ella,Newton,F,000-30-8341,03/02/1947,61700
Pierce,Larry,Lopez,M,800-50-3285,07/25/1958,100600
Jeffrey,Jacob,Yunan,M,800-63-1795,12/05/1951,138700
Jeff,Roberto,Eberhart,M,000-16-1842,10/06/1975,110400
Adrian,Lloyd,Bishop,M,900-74-8484,08/09/1951,132200
Kathleen,Brittni,Deconti,F,800-01-3668,11/01/1987,52000
Ann,Kathy,Calaway,F,800-16-5464,10/31/1986,76500
Horace,Daniel,Rodgers,M,800-65-2240,11/20/1941,109300
Wendy,Jean,Reyes,F,000-53-0028,06/08/1933,107600
Madeline,Abby,Barnett,F,900-55-9300,11/02/1970,96500
Zoe,Karen,Thompson,F,900-28-0957,10/14/1968,100400
Gregory,William,Hadley,M,900-97-6209,06/17/1945,117100
Desirae,Heather,Graham,F,800-43-9811,02/02/1975,121900
Karen,Elizabeth,Hodgkins,F,900-28-8434,08/19/1944,131600
Adrienne,Catherine,Fletcher,F,000-58-4936,07/27/1964,55000
Francine,Madison,Sheffield,F,900-32-1023,06/09/1967,100800
Michael,Gerald,Williams,M,800-19-7235,05/01/1989,121000
Gina,Malinda,Carson,F,800-46-7000,04/10/1978,125800
Raul,Francis,Garrett,M,000-57-9246,09/24/1961,125000
Joseph,Charles,Bowman,M,900-80-4615,01/27/1949,122600
Johnathon,Antonio,Wilkerson,M,000-36-0426,01/07/1960,126000
Cynthia,London,Moore,F,800-39-3945,08/31/1930,87600
Timothy,Jordy,Kyser,M,900-72-5113,03/22/1952,62900
Jocelyn,Rachael,Burns,F,000-97-6865,09/16/1973,140700
Tristan,Garrick,Deitrich,M,800-21-6726,11/19/1964,127300
Nathan,Andre,Carlson,M,000-01-5500,03/03/1936,111500
Travis,Brandon,Stevenson,M,800-09-0812,05/19/1975,68200
Genesis,Diana,Sheets,F,000-40-3053,09/30/1973,92600
Danny,David,Kent,M,900-22-2144,07/22/1970,126400
Robyn,Madison,Fistler,F,800-75-3455,11/17/1956,113500
Lanny,Stephon,Chatfield,M,900-04-3514,09/07/1931,48000
Robert,Levi,Ross,M,000-08-8705,07/24/1957,134100
Josephine,Ashley,Lewis,F,900-66-6354,05/12/1947,117300
Makayla,Stephanie,Reaper,F,900-87-5329,05/02/1975,81600
Janessa,Christiana,Medlin,F,900-77-5877,06/23/1930,65000
Jeff,William,Cole,M,000-72-3846,07/05/1935,56100
Lindsay,Samantha,Morano,F,000-38-5858,09/11/1945,143100
Troy,Alexander,Oneal,M,800-15-7671,09/04/1982,116600
Carole,Monique,Christie,F,900-76-0747,07/27/1951,116200
Raquel,Rachel,Roberts,F,000-59-0347,05/17/1963,121300
Sandra,Princess,Day,F,000-43-5239,02/25/1970,119600
Michael,Jason,Graff,M,800-17-2492,11/14/1944,98400
Dona,Belinda,Sanders,F,000-31-3986,05/20/1961,105600
Angela,Magdalena,Storey,F,900-78-2423,05/17/1964,50700
Paul,Calvin,Reuter,M,000-05-6569,04/08/1948,148400
Linda,Christine,Yelton,F,900-37-6802,05/01/1965,109600
Rhonda,Carolyn,Barnett,F,900-07-5438,11/14/1944,114500
Alexis,Claudette,Deitz,F,900-22-0249,06/18/1958,60100
Anthony,Brian,Rodriguez,M,900-40-6921,05/04/1969,97900
Brittany,Christine,Tanikella,F,900-40-5305,03/24/1971,90100
Jessica,Sarah,Bullock,F,900-81-8006,02/06/1961,78700
Jason,Kurt,Green,M,000-12-6685,03/29/1943,52400
Arden,Austin,King,M,000-63-4017,07/26/1964,146900
Madison,Juliana,Morales,F,900-17-6182,12/23/1939,56900
Brandon,Kevin,Washington,M,900-16-4859,02/11/1953,55100
Jennifer,Serenity,Ward,F,900-06-7157,02/21/1965,92400
Sade,Sara,Knight,F,900-80-9991,11/19/1951,88500
Gary,Marshall,Carlson,M,900-41-0028,01/25/1943,129500
Ashlee,Carol,Langer,F,000-25-4764,11/06/1988,71900
Jay,Darrell,Norman,M,800-60-2630,11/21/1939,94400
Stephanie,Patricia,Wolanin,F,000-04-3297,05/13/1957,79200
Danny,Daniel,Gann,M,900-90-1897,08/31/1976,77400
Anthony,Mathias,Murphy,M,900-73-5545,09/22/1975,81900
Alfred,Brandyn,Bonds,M,800-80-6054,03/26/1986,71400
Cory,Darrell,Mahowald,M,900-81-0386,04/06/1948,80600
Phillip,Nikhil,Moyer,M,000-77-2758,03/04/1967,111200
David,Adam,Mireles,M,800-21-4582,05/20/1982,59000
Shari,Jessica,Macioce,F,000-63-3494,08/07/1988,100500
Karla,Joan,Childs,F,900-16-2547,10/28/1974,140200
Bonnie,Doris,Dow,F,800-34-2113,03/09/1935,69300
Henry,Jeffrey,Salazar,M,900-29-0309,12/25/1935,89300
Austin,Johan,Stone,M,900-03-8607,04/06/1980,127600
Alexander,Maurice,Grimes,M,000-76-8861,04/09/1960,130300
Rachelle,Erica,Wiggins,F,800-31-7073,01/20/1944,82500
Omar,David,Renfro,M,900-20-3391,08/19/1969,118100
Brandon,Jared,Mailloux,M,000-70-7643,01/18/1989,99400
Cory,Rohan,Fonseca,M,800-29-0944,11/25/1946,116600
Lexie,Elizabeth,Moses,F,900-36-6971,09/11/1957,131700
Whitney,Lori,Cleland,F,900-69-7335,05/30/1939,146000
Mark,Joel,Veninga,M,900-59-4251,12/23/1972,56400
Halle,Diane,Ray,F,800-69-6562,07/05/1960,97600
Alex,James,Abney,M,900-09-2339,12/17/1963,127500
Vanessa,Candace,Russell,F,000-53-8500,05/17/1947,116700
Timothy,Carlos,Moore,M,000-66-5985,12/03/1976,115700
Hayden,Chase,Holyfield,M,800-67-3185,06/15/1943,130100
Jonathon,Charles,Auerbach,M,000-97-1725,08/17/1977,64300
Barbara,Emma,Gordon,F,000-26-2436,08/27/1951,61700
Derek,Richard,Cameron,M,900-61-6438,09/23/1962,78500
Eleanor,Daniella,Rous,F,800-38-2126,05/03/1975,108200
Janice,Karen,Haskell,F,800-30-4140,12/04/1952,119600
Molly,Joyce,Markwardt,F,900-29-0859,02/04/1962,138600
Jill,Natasha,Nelson,F,900-39-2994,09/16/1943,118600
Mary,James,Bowers,M,000-36-3343,04/23/1940,106100
Christopher,Roman,Hernandez,M,900-72-7119,12/10/1940,136900
Theresa,Ashley,Moore,F,900-41-9251,04/02/1932,57600
Maria,Sue,Taylor,F,900-50-0200,07/09/1962,135300
Christopher,John,Lefeber,M,800-98-0839,05/23/1960,122200
Sabrina,Hannah,Whitfield,F,900-83-0418,04/08/1974,85000
Robert,Ryan,Garrett,M,900-44-5088,11/08/1931,81200
Jared,Allen,Wallace,M,900-15-8778,11/24/1971,101800
Carlos,Jeffrey,Boran,M,800-04-8701,06/24/1989,101200
Benjamin,Brad,Gerdis,M,000-40-5320,09/19/1970,112600
Edward,Christopher,Barnett,M,800-32-6673,02/22/1955,132100
Kati,Donna,Defranco,F,000-12-0258,10/09/1967,66900
Jaiden,Yvonne,Payne,F,900-63-7763,12/25/1978,60400
Linda,Kathy,Mauney,F,900-42-9589,06/06/1952,49000
Lawrence,Robert,Martin,M,800-43-2624,09/21/1953,79900
Alexis,Sharon,Hawn,F,800-61-7212,11/08/1963,133100
Paulette,Ashley,Buford,F,800-60-2885,07/14/1986,90500
Mary,Lauren,Gibson,F,900-13-8031,09/28/1983,107100
Amber,Kali,Rossiter,F,000-34-1960,05/30/1976,79900
Daniel,Derek,Fowler,M,800-75-9158,02/19/1989,148800
Debra,Samantha,Roberts,F,900-94-0865,07/17/1966,100200
Kent,Howard,Averett,M,800-61-8680,07/27/1950,125800
Gwen,Kimberly,Jackson,F,000-71-4829,01/13/1947,133500
Jessica,Emily,Rich,F,000-01-4049,05/26/1975,94900
Gabrielle,Joyce,Hayes,F,000-80-8976,04/03/1971,45300
Thomas,Mathew,Thames,M,000-44-4624,05/07/1957,76100
Evan,John,Dorries,M,800-67-3860,10/21/1956,51100
Tommie,Kennedi,Mason,F,800-30-5400,12/03/1972,124200
Christopher,Chaim,Carey,M,800-63-4130,10/14/1979,107600
Gregory,James,Dean,M,800-90-1439,09/23/1964,113300
Rebecca,Daisy,Neely,F,000-37-6125,01/14/1957,91200
Leroy,Gregory,Housman,M,000-10-5053,03/27/1953,146900
Daniel,Frederick,Trainham,M,900-71-2652,05/29/1955,57000
Robert,Lawrence,Nappo,M,900-31-0261,03/10/1974,103400
Christopher,Joshua,Mueller,M,000-89-5747,07/27/1981,81500
Caleb,Joseph,Robey,M,000-18-1547,11/20/1946,139800
Meghan,Samantha,Bell,F,900-03-0700,03/20/1953,114100
Kayla,Janet,Allen,F,900-80-6469,05/02/1956,86800
Janice,Catherine,MacIntyre,F,900-58-7114,08/08/1980,124500
Stephanie,Liliana,Garica,F,000-27-4125,02/09/1942,119000
Miranda,Carmen,Alberda,F,900-32-5296,04/22/1980,82900
James,Alejandro,Hogan,M,000-26-4017,04/19/1946,72200
Sharon,Clara,Batz,F,900-50-8735,10/09/1969,138400
Danny,Carmine,Fracier,M,000-50-2363,11/08/1939,93100
Larry,Douglas,Ziemba,M,900-65-5987,12/19/1950,129600
Robbie,Blake,Leeper,M,800-82-5356,05/24/1948,72700
Jamie,Taylor,Cohen,F,900-31-7706,05/10/1964,95300
Ellen,Jessica,Noble,F,900-63-1424,11/21/1946,80500
Jose,Robert,Golden,M,800-10-7132,02/07/1946,144200
Willie,Allen,Buckner,M,000-36-7014,06/11/1953,66700
Lavonne,Melany,Bodine,F,900-48-4811,09/03/1976,80000
Emily,Harriett,Mason,F,000-14-2935,06/05/1951,113800
Garry,Matthew,Ramirez,M,800-83-0810,10/20/1978,51000
Kevin,Luther,Juan,M,000-63-0784,09/19/1935,59500
Camille,Judy,Spiller,F,800-74-0242,12/24/1934,62400
Lawrence,Christian,Haste,M,000-05-1494,07/12/1957,135200
Richard,Joshua,Bodine,M,900-57-0351,05/26/1974,85600
Alan,Daniel,Rines,M,000-36-0537,05/19/1974,58200
Caleb,Walter,Arita,M,900-89-9949,03/08/1954,120700
Juan,Matthew,Sorensen,M,800-67-6796,04/23/1930,88900
Janice,Patricia,Gregory,F,800-21-4505,09/11/1941,80100
Molly,Brenda,Thomas,F,800-06-4667,06/09/1981,142200
Elian,Ronald,Reyes,M,900-92-2618,06/27/1937,107100
Ronald,Craig,Hillseth,M,900-14-1390,10/13/1931,65900
Monica,Abigail,Graham,F,000-86-2223,11/07/1930,96300
Gabriel,Terry,Ocampo,M,000-68-4160,04/12/1983,104900
Benjamin,Ellis,Lynch,M,800-43-7252,10/08/1939,101000
James,Gregory,Derry,M,000-60-4052,05/23/1983,54500
Jerome,James,Martinez,M,800-27-8064,11/14/1936,123500
Susan,Christina,Israelsen,F,800-16-6276,02/11/1948,104100
Steven,Zackery,Schmidt,M,900-33-1414,10/20/1984,67900
Gabriel,Duane,Andrews,M,800-48-8798,05/23/1940,82500
Joshua,Stephen,Guy,M,900-29-8237,06/21/1965,109000
Aldo,Stephen,Gump,M,800-56-3876,02/21/1983,60300
Thomas,Charles,Gigante,M,000-93-0059,04/16/1933,72800
Caroline,Verna,Moreau,F,900-31-9506,03/08/1931,95500
Diana,Blanche,Thomas,F,800-98-7255,06/03/1963,113100
Henry,David,Peterson,M,000-32-0357,03/13/1956,81200
Jarod,Jacob,Woodham,M,000-34-5015,08/13/1935,76900
Earlene,Judy,Walters,F,800-55-0172,05/04/1967,72500
Jodi,Karen,Wilkes,F,000-84-5222,09/26/1985,68800
Austin,Denzel,Adams,M,900-04-0219,09/13/1977,52300
Tommie,Donna,Richardson,F,000-04-5079,11/04/1971,78200
Eric,Anthony,Jordan,M,000-14-0785,04/25/1943,49500
Denise,Sydney,Adams,F,000-35-5743,06/18/1983,124500
Eula,Leslie,Knauer,F,800-26-5258,05/06/1932,60300
Mark,Cash,Upchurch,M,000-91-6739,04/09/1982,113400
Caitlyn,Nora,Smith,F,900-83-8838,05/10/1941,57900
Jerry,David,Ruiz,M,800-86-4463,12/09/1950,117800
Cheryle,Susan,Peek,F,800-03-6385,01/24/1945,135900
Jett,Daniel,Kerkvliet,M,900-63-5521,05/07/1937,131500
Beth,Alyssa,Jimenez,F,000-48-6457,07/12/1969,53000
Patience,Madison,Arms,F,800-89-8220,03/24/1986,86300
Ashley,Joy,Norman,F,900-16-1062,08/13/1946,145300
Roberta,Abigail,Wise,F,000-12-7961,07/28/1933,124100
Allan,Cody,Legere,M,900-90-3146,12/03/1946,101300
Kiara,Johanna,Hanson,F,800-54-4838,11/22/1972,100900
Jessica,Lindy,Main,F,000-14-9330,10/10/1969,115000
Davon,Charles,Conner,M,000-77-6641,06/03/1962,92800
Michele,Doreen,Chang,F,800-23-5773,05/10/1978,66300
Burt,Dominick,Pope,M,000-66-8574,10/17/1934,105900
Nola,Nevaeh,Mincey,F,000-71-0799,09/28/1961,81200
Kathleen,Dawn,Adams,F,000-36-7896,09/05/1966,105300
Raymond,Ramon,Gibbs,M,800-73-3471,08/08/1980,102900
Nicole,Charlene,Anders,F,900-24-7856,05/26/1976,54700
Natalie,Emilee,Simmons,F,900-56-4540,04/15/1980,122100
Derrick,Joel,Steiger,M,000-56-6431,08/14/1942,64100
Ricky,Mark,Benders,M,000-60-5660,08/14/1960,52900
Brandi,Phoebe,Hitch,F,000-89-7532,04/12/1930,146000
April,Carrie,Herrera,F,800-66-4819,04/14/1951,110800
Tucker,Joseph,Snow,M,000-66-0708,06/04/1930,106900
Marc,Thomas,Marcus,M,800-14-0656,05/29/1933,140100
Mervin,Justin,Turner,M,900-62-3230,12/21/1967,63200
Christopher,Matthew,Speer,M,000-32-0803,08/02/1940,142300
Dan,Austin,Munoz,M,800-63-0989,02/27/1981,75900
Karen,Jessica,Murphy,F,000-12-1921,07/19/1958,137800
Alyssa,Kassidy,Winder,F,900-01-7080,03/04/1981,135100
Peter,Kevin,Harris,M,800-76-1582,12/29/1960,90900
Estefania,Mandy,Howick,F,000-30-9520,07/10/1938,146900
Ethan,Davon,Cipkowski,M,800-27-4648,05/02/1954,68100
Cassie,Karen,Walker,F,800-41-1959,10/30/1933,59000
Asa,Bryan,Perez,M,900-89-9317,02/20/1935,68800
Timothy,Paul,Lucy,M,900-17-3831,11/01/1957,131000
Madeline,Cynthia,Reyes,F,000-70-0475,06/14/1956,98200
Rita,Alice,Gardner,F,800-89-8836,12/22/1962,92000
Barbara,Sandra,Garcia,F,000-04-0515,03/13/1987,138800
Debbie,Rebekah,Williamson,F,000-73-3153,08/28/1938,90400
Alaina,Kim,Horn,F,800-47-0302,02/10/1933,45900
Dwight,Robert,Parris,M,800-49-7284,08/06/1954,112500
Wyatt,Logan,Emmert,M,900-68-5403,11/28/1930,47800
Joshua,Daniel,Celis,M,000-40-7978,08/06/1988,92600
James,William,King,M,000-15-5262,04/26/1939,136600
James,Allen,Jackson,M,900-17-9074,10/07/1966,73500
Gabrielle,Alexis,Ramirez,F,000-52-5472,09/25/1989,73300
Christian,Chandler,Snyder,M,800-92-2734,07/09/1980,46600
Jared,Jeremiah,Parrott,M,800-51-5797,03/23/1936,89300
Randy,Daniel,Tewes,M,000-31-4923,08/19/1979,56800
Alden,Triston,Hoffman,M,800-24-9106,04/30/1936,135300
Craig,Octavio,Resch,M,800-46-1580,12/24/1966,134100
Janice,Kelsey,Prohonic,F,800-32-8865,03/14/1947,149400
Carolyn,Ruth,McGrady,F,800-98-7947,01/29/1937,82600
Kourtney,Stephanie,Lopez,F,800-71-8761,03/27/1960,55600
Stephanie,Linda,Foster,F,000-85-3268,08/27/1985,62600
Stephanie,Michelle,Dunn,F,000-32-1695,06/17/1960,144500
Mitchel,Melvin,Bentzen,M,900-49-4068,03/26/1938,112600
Caitlyn,Nichole,Joslin,F,000-27-8368,11/28/1953,117200
Sylvia,Donna,Gilbert,F,000-04-4004,06/29/1938,62800
Henry,Keaton,Hillard,M,000-97-0059,11/04/1944,118600
Keith,Benjamin,Jones,M,800-18-8764,05/27/1954,124200
Loretta,Jessica,Leary,F,800-93-6025,06/16/1978,114700
Jasmin,Maria,McCoy,F,000-30-5686,05/06/1932,127700
Rebecca,Laura,Yem,F,800-79-0831,08/08/1933,94000
Gracie,Kiera,Harris,F,000-62-6617,01/05/1935,49400
Jessica,Willa,Richards,F,900-11-3420,01/11/1969,125400
Darlene,Katrina,Ryan,F,900-83-9194,06/12/1960,115100
Jadon,Christian,Lehmann,M,000-98-4377,09/10/1978,133400
Christin,Jennifer,Logan,F,900-09-4186,01/02/1961,94900
Jennifer,Victoria,Yazzie,F,800-20-0265,02/05/1972,131900
Linda,Rebecca,Sells,F,900-37-9045,03/15/1981,149700
Amber,Kristen,Ramirez,F,900-11-6442,09/23/1983,72900
Bill,Evan,Clinton,M,900-74-0354,07/26/1985,104600
Efren,Clarence,Spires,M,000-86-2288,01/19/1939,139300
Tiffany,Liliana,Judson,F,000-76-0285,06/02/1935,109100
Vernon,Christopher,Winters,M,800-67-5203,01/26/1968,138800
Deborah,Kristina,Chambers,F,000-16-4771,05/13/1966,140300
Joseph,Steven,Ward,M,900-70-2343,06/18/1957,108900
Katherine,Yesenia,Beza,F,000-65-3507,09/27/1969,78300
Christie,Ana,Richardson,F,900-44-1440,01/06/1981,114500
Anthony,Evan,Jackson,M,900-53-4453,11/04/1978,90000
Christina,Natalie,Dodd,F,800-38-4651,05/06/1986,46400
Daniel,Nathaniel,Parent,M,800-12-8005,11/16/1975,64300
Esteban,Elvis,Wyatt,M,900-11-1838,07/18/1945,126600
Rylee,Jamie,McKelvey,F,900-36-8473,11/24/1932,67500
William,Jay,Stewart,M,900-28-6952,01/02/1978,82600
John,James,Castilleja,M,000-02-5074,10/10/1983,144700
Latrice,Betsy,Kramer,F,900-85-2275,02/26/1936,123400
Ashley,Sarah,Dalton,F,800-15-9087,12/12/1977,118300
Marion,Lee,Ratcliff,M,900-69-0758,08/30/1946,74700
Jacques,Daniel,Vasquez,M,800-40-1775,02/07/1940,64100
Helena,Latasha,Wooldridge,F,000-82-3685,09/27/1939,121000
John,Carlos,Fuller,M,000-19-4212,07/23/1959,134300
Juanita,Kelsey,Turner,F,800-85-5497,08/16/1933,115800
Justin,Stephen,Brooks,M,800-18-9359,07/26/1949,64100
Gregory,Jovany,McKinney,M,900-48-1147,12/10/1949,56900
Dana,Amy,Sweeney,F,900-68-8995,11/15/1961,104700
Marianna,Marilee,Cowgill,F,000-37-5443,05/04/1944,99300
Katarina,Meghan,Mitchell,F,800-08-1147,02/02/1959,56400
Joel,Michael,Day,M,800-91-9568,01/09/1964,56500
Patrick,Brandon,Dincher,M,800-49-4460,04/07/1943,132100
Larry,Tyshawn,Zimmerman,M,000-75-2400,04/30/1950,49000
Alexis,Kaitlin,Phillips,F,000-34-8397,01/26/1960,96200
Brian,Sawyer,Kearns,M,900-97-6797,09/18/1953,85600
Ricky,Jeremy,Salmond,M,000-13-0672,12/11/1940,91400
Aaliyah,Sadie,Beck,F,000-56-3536,06/19/1971,51100
Gabriel,Joel,Ball,M,900-69-5812,09/15/1953,97000
Eric,Chuck,Delgado,M,000-49-8001,10/29/1976,111900
Carlos,Shawn,Harrington,M,900-15-1301,08/19/1958,130100
Emily,Cynthia,Chambers,F,800-38-7341,01/12/1955,105200
Rafael,John,Jacobs,M,900-66-0140,01/31/1971,69900
Norman,John,Richardson,M,900-71-8199,06/08/1975,72100
Debra,Sandra,January,F,900-19-1298,07/07/1984,118700
Sarah,Jesse,Parrish,F,900-08-7711,07/31/1934,125400
Bronson,Andrew,Flores,M,800-67-1915,02/18/1935,76800
Julie,Terry,Turner,F,000-77-2901,07/02/1958,114400
Candice,Shantell,Lieder,F,800-41-7686,06/15/1943,72100
Zander,Alex,Partridge,M,900-97-6148,11/06/1969,126200
Krista,Diana,Revier,F,000-51-0325,02/27/1983,55300
Paola,Judy,Owens,F,000-15-6873,06/26/1979,122000
Maureen,Brittney,Stewart,F,800-63-3500,12/05/1964,112200
Ezekiel,Joseph,Ortiz,M,900-23-2099,03/11/1952,102600
David,Ethen,McLeary,M,000-53-1193,05/23/1972,47600
Brandon,Carl,Hawkins,M,800-26-1044,11/15/1973,99700
Jennifer,Courtney,Cease,F,900-97-4822,05/07/1978,135400
Brenna,Sherry,Alfaro,F,800-05-1410,07/14/1979,66300
Teresa,Haley,Sanders,F,800-27-8096,06/19/1939,65600
Bradyn,Larry,Benson,M,800-11-7511,06/21/1949,119200
Amir,Bryce,Williams,M,000-88-0751,02/06/1947,100200
Nancy,Geraldine,Henderson,F,900-33-6221,03/12/1964,58500
Sandy,Stephany,Mulligan,F,800-40-3845,11/11/1969,98300
Eileen,Julie,Harper,F,900-10-7682,01/16/1977,63600
Connor,Michael,Maya,M,000-56-7932,08/26/1937,64900
Ricky,Ryan,Diaz,M,900-76-3016,02/28/1951,115700
Shannon,Eden,Lopez,F,900-36-8831,06/02/1975,97000
Kenneth,Jacob,Rosebrook,M,800-01-7356,05/08/1975,143300
Michael,Cesar,Webster,M,000-41-4351,09/15/1976,81100
Jaylin,Charles,Merritt,M,900-37-6195,04/19/1939,134700
Daniel,Mark,Roof,M,900-67-2139,09/20/1951,101300
Natalie,Clarissa,Conley,F,000-96-2536,07/27/1984,126100
Philip,Fernando,Moore,M,000-60-1063,06/21/1964,49500
Drew,Timothy,Schexnayder,M,900-32-2567,10/21/1958,52700
Makaila,Karin,Allen,F,900-55-9339,02/02/1975,91700
John,Sage,Peck,M,800-61-8909,12/04/1939,47500
Cheyenne,Betty,Nelson,F,900-56-7974,06/21/1933,59400
Shelia,Frances,Norris,F,000-53-3038,07/06/1970,124200
Rebecca,Amy,Rice,F,900-07-4316,08/07/1958,107900
Daniel,Freddie,Ruffin,M,000-79-6243,06/20/1987,53100
Kristina,Danielle,Lloyd,F,900-96-0942,11/02/1975,106800
Linda,Susan,Campbell,F,000-13-1012,04/17/1972,71000
Teagan,Karen,Nall,F,800-29-0651,04/16/1952,97200
Cora,Crystal,Hopkins,F,900-96-9816,03/25/1970,50100
Laurel,Barbara,Rollins,F,900-04-0836,07/07/1930,50000
Peter,Brian,Williams,M,800-72-0895,06/22/1937,115500
John,Edward,Coonfield,M,000-22-3019,10/04/1964,95100
Tiffanie,Jailyn,Croyle,F,900-52-2994,10/26/1972,92900
Philip,Eric,McCann,M,000-95-9126,12/02/1938,102800
Sabrina,Rhonda,Hanson,F,800-06-7865,10/29/1978,100700
William,Akeem,Reid,M,800-71-9986,11/13/1948,106400
Julianna,Katelin,Peebles,F,000-17-2365,11/25/1979,84000
Kadin,Andy,Salazar,M,800-20-6658,08/21/1971,65300
Soren,Robert,Bloodworth,M,900-90-6980,05/22/1977,100100
Kenneth,William,Perez,M,900-77-7333,07/15/1986,69100
Dianna,Sandra,Holmes,F,800-58-0380,11/19/1937,130300
Joseph,Dustin,Blickenstaff,M,800-87-9573,10/31/1941,52600
Ronald,David,Coots,M,000-93-3133,11/02/1982,67300
Dustin,Stuart,Rodriguez,M,900-81-8892,02/14/1964,134300
Gregory,Dominic,Silva,M,900-59-7012,12/07/1971,146800
Michele,Michelle,Gopie,F,000-13-0675,05/28/1970,135200
Kara,Christina,Meyer,F,900-11-6755,08/29/1967,122900
Chris,Carlos,Honaker,M,900-97-6819,01/25/1972,47000
Noah,Gerald,Stefanik,M,000-81-6949,02/21/1946,48300
Alex,Marquise,Seidman,M,800-90-1042,07/28/1967,145300
Loyd,Jagger,Faith,M,000-20-9208,11/26/1976,74400
Breanna,Ana,Walker,F,900-66-9210,09/11/1952,96400
Kevin,Dustin,Morris,M,900-50-7287,12/05/1983,85100
Allen,Joseph,Gross,M,900-02-3650,05/24/1984,128300
Manuel,Jared,Moniz,M,800-70-0290,06/15/1943,86100
Janet,Barbara,Cavey,F,900-95-2790,02/24/1980,146400
Sharon,Patricia,Steele,F,900-21-6623,04/30/1984,103800
Jordan,Nasir,Stough,M,900-45-0104,10/23/1974,63000
Scott,William,Millard,M,000-76-3879,10/22/1973,134400
Steven,Jovan,Barton,M,800-68-8697,08/25/1955,107100
Debra,Leilani,Gilhooly,F,800-52-2256,10/24/1961,93000
Connie,Kayla,Thomas,F,800-58-0502,03/03/1980,121000
Gregory,Daniel,Friend,M,000-21-1718,09/11/1984,104800
Nicole,Judith,Alvarado,F,000-98-1426,03/30/1949,141400
Larry,Eric,Ward,M,000-84-5522,06/23/1935,119800
Lynne,Marie,Mach,F,900-71-6425,05/18/1957,119200
Richard,Daniel,Tobey,M,000-56-5289,03/08/1935,94400
Lane,Stephen,Atienza,M,000-47-0861,07/31/1963,76100
Valencia,Kathleen,Toney,F,000-25-5251,08/24/1977,67300
Barbara,Abigail,Prasad,F,800-29-7054,02/03/1971,46300
Dewey,Jaxon,Monville,M,900-26-5852,05/12/1960,138100
Homer,Daniel,Seamans,M,800-93-7468,12/15/1984,69200
Charles,Micah,Ayer,M,900-40-9348,01/28/1987,71800
Jordan,Karen,Freitag,F,800-61-8398,02/07/1970,128600
Karl,Russell,Wood,M,900-79-2573,06/23/1937,75800
Bryan,Caleb,Brown,M,900-64-0587,04/16/1930,136200
Colleen,Judy,Murphy,F,000-53-4501,08/18/1986,115400
Margery,Olivia,Lowe,F,800-18-5667,01/05/1981,150000
Ashleigh,Meghan,Henley,F,800-98-8801,02/23/1937,111300
Carol,Kelsey,Terry,F,900-13-9852,09/20/1954,56900
Seth,John,Tokarz,M,900-47-4009,02/08/1962,54500
Carl,Morgan,Bilotti,M,800-53-8755,04/06/1962,98300
Kim,Alondra,Hill,F,800-33-6470,06/08/1976,80000
